Company Name,Domain,Industry,Location,Headcount,Linkedin,Description,Company Type,Keywords,Technologies,Tags
Natera,natera.com,Biotechnology Research,"Austin, Texas, United States",1001-5000,https://www.linkedin.com/company/natera,Natera is a biotechnology company that offers genetic testing services for healthcare and medical diagnostics.,public company,"genetic testing, biotechnology, healthcare, medical diagnostics","Ubuntu, Google Tag Manager, Mysql, Amazon Web Services, Yoast Seo, Hubspot, Facebook, Google Analytics, Jquery Ui, Jquery, Php, Amazon Cloudfront, Nginx, Crazy Egg, Google Font Api, Wordpress, Select2, Wp Rocket, Bootstrap, Varnish, Twitter, New Relic, Drupal, React, Jquery Migrate, Lightbox, Slick, Matomo",""
Columbia Asia,columbiaasia.com,Biotechnology Research,"Bengaluru, India",201-500,https://www.linkedin.com/company/columbiaasia-bangalore-,Columbia Asia Malaysia is a healthcare provider that offers medical services in hospital settings.,,"healthcare, hospital, medical services, health services","Google Font Api, Jquery, Cloudflare, Google Analytics, Jquery Cdn, Cloudflare Browser Insights, Jquery Ui, Hsts, Jsdelivr, Http/3, Apache, Php, Facebook, Openssl, Google Tag Manager, Bootstrap",""
Genomic Health,genomichealth.com,Biotechnology Research,"Redwood City, California, United States",501-1000,https://www.linkedin.com/company/genomic-health,Genomic Health is a biotechnology company that specializes in precision medicine through cancer diagnostics.,public company,"biotechnology, genomics, precision medicine, cancer diagnostics","Iis, Jquery, Jquery Ui, Azure, Amazon Cloudfront, Amazon S3, Google Analytics, Google Tag Manager, Backbone.Js, Lodash, Select2, Hammer.Js, Microsoft Asp.Net, Underscore.Js, Moment.Js, Sitecore, Windows Server, Hubspot, Jquery Mobile, Facebook, Swiper Slider, Quantcast, Cloudflare, Google Font Api, Youtube, Amazon Web Services",""
Codexis,codexis.com,Biotechnology Research,"Redwood City, California, United States",51-200,https://www.linkedin.com/company/codexis,"Codexis is a biotechnology company that specializes in enzyme engineering for chemical manufacturing and pharmaceutical industries, providing sustainable solutions.",public company,"biotechnology, enzyme engineering, chemical manufacturing, pharmaceuticals, sustainable solutions","Jquery, Google Tag Manager, Google Analytics, Php, Apache, Lightbox, Varnish, Facebook, Nginx, Owl Carousel, Mariadb, Mysql, Wordpress, Pantheon, Animate.Css, Cdnjs, Commerce7, Apache Http Server, Linkedin Ads, Typekit, Hsts, Pardot",""
EBioscience,ebioscience.com,Biotechnology Research,"San Diego, California, United States",1001-5000,https://www.linkedin.com/company/ebioscience,eBioscience is a biotechnology company that specializes in providing products for biomedical research.,public company,"life sciences, biotechnology, biomedical research, biotech products","Iis, Drupal, Windows Server, Google Analytics, Php, Magento, Red Hat, Optimizely, Varnish, Facebook, Adobe Dtm, Adobe Experience Manager, Sitecatalyst, Jquery, Apache, Lodash",""
UniQure,uniqure.com,Biotechnology Research,"Amsterdam, Netherlands",501-1000,https://www.linkedin.com/company/uniqure,uniQure is a biotechnology company that specializes in gene therapy and pharmaceuticals.,public company,"biotechnology, gene therapy, medical research, pharmaceuticals","Font Awesome, Google Analytics, Swiper Slider, Gsap, Jquery, Php, Bootstrap, Apache",""
CCRM,ccrm.ca,Biotechnology Research,"Toronto, Canada",201-500,https://www.linkedin.com/company/centre-for-commercialization-of-regenerative-medicine-ccrm-,CCRM is a biotechnology company that specializes in healthcare research and innovation.,non profit,"biotechnology, life sciences, healthcare, research, innovation","Mediaelement.Js, Jquery Ui, Jquery Migrate, Wordpress, Google Font Api, Sucuri, Twitter Emoji (Twemoji), Underscore.Js, Jquery, Google Tag Manager, Backbone.Js, Understrap, Site Kit, Mysql, Php, Google Analytics, Bootstrap, Recaptcha, Twitter, Dreamweaver, Drupal, D3, Apache, Modernizr, Hubspot, Matomo",""
Atomwise,atomwise.com,Biotechnology Research,"San Francisco, California, United States",51-200,https://www.linkedin.com/company/atomwise,Atomwise is a biotechnology company that specializes in using artificial intelligence for drug discovery.,privately held,"artificial intelligence, drug discovery, pharmaceuticals, biotechnology, healthcare","Apache, Wordpress, Php, Google Tag Manager, Twitter Emoji (Twemoji), Lodash, Swiper Slider, Font Awesome, Elementor, Youtube, Matomo, Google Font Api, Google Analytics, Jquery, Hubspot, Mysql, Jquery Migrate, Recaptcha, Cloudflare",""
Rare Genomics Institute,raregenomics.org,Biotechnology Research,"Downey, California, United States",51-200,https://www.linkedin.com/company/rare-genomics-institute,Rare Genomics Institute is a nonprofit in the healthcare industry that focuses on genomics and medical research for rare diseases.,non profit,"genomics, healthcare, rare diseases, medical research, nonprofit","Twitter, Google Analytics, Google Font Api, Addthis, Youtube, Yui, Typekit, Squarespace, Modernizr, Jquery, Google Tag Manager, Sentry, Webpack, Hotjar, Clicky",""
Amgen,amgen.de,Biotechnology Research,"Thousand Oaks, California, United States",10001+,https://www.linkedin.com/company/amgen,Amgen Deutschland is a biotechnology company that specializes in pharmaceuticals and healthcare products.,public company,"biotechnology, pharmaceuticals, healthcare, life sciences","Google Tag Manager, Php, Jquery, Apache, Bootstrap, Slick, Youtube, Zurb Foundation, Modernizr, Google Analytics",""
Labconco,labconco.com,Biotechnology Research,"Kansas City, Missouri, United States",201-500,https://www.linkedin.com/company/labconco,Labconco is a manufacturer of laboratory equipment and scientific instruments.,privately held,"laboratory equipment, scientific instruments, lab supplies, biotechnology, life sciences","Twitter, Php, Youtube, Mouse Flow, Ubuntu, Google Analytics, Apache, Google Font Api, Font Awesome, Zurb Foundation, Facebook, Google Tag Manager, Recaptcha, Adroll, Lifterlms, Slick, Http/3, Cloudflare, Jquery, Nginx",""
ALAB laboratoria,alablaboratoria.pl,Biotechnology Research,"Warsaw, Poland",1001-5000,https://www.linkedin.com/company/alab,,privately held,,"Google Analytics, Jquery, Ubuntu, Google Font Api, Apache, Slick, Google Tag Manager",""
IDEX Health & Science LLC,idex-hs.com,Biotechnology Research,"Rohnert Park, California, United States",501-1000,https://www.linkedin.com/company/idex-health-%26-science,"Together, let's solve the most demanding fluidic and optical challenges for life science applications.",public company,,"Nginx, Angularjs, Moment.Js, Videojs, Yoast Seo, Jquery Migrate, Twitter Emoji (Twemoji), Php, Wordpress, Mysql, Pardot, Recaptcha, Facebook, Bootstrap, Google Analytics, F5 Bigip, Sitefinity, Google Font Api, Addtoany, Slick, Linkedin Ads, Azure Edge Network, Google Tag Manager, Paypal, Cloudflare, Jsdelivr, Iis, Hsts, Tally, Popper, Jquery, Microsoft Asp.Net, Underscore.Js, Windows Server",""
Semex,semex.com,Biotechnology Research,"Guelph, Canada",201-500,https://www.linkedin.com/company/semex-alliance,"Semex is a leader in the animal genetics industry, providing innovative solutions for livestock breeding through biotechnology and artificial insemination.",partnership,"animal genetics, agriculture, livestock industry, artificial insemination, biotechnology","Owl Carousel, Facebook, Apache, Font Awesome, Google Font Api, Google Tag Manager, Google Analytics, Bootstrap, Red Hat, Mod Wsgi, Openssl, Python, Apache Http Server, Modernizr, Unix, Jquery",""
BrainGate,braingate.org,Biotechnology Research,,51-200,https://www.linkedin.com/company/braingate-team,BrainGate is a neurotechnology company that specializes in developing brain-computer interfaces to restore movement and communication for individuals with paralysis.,educational,"neurotechnology, medical devices, brain-computer interfaces, health-tech","Font Awesome, Typekit, Modernizr, Google Font Api, Animate.Css, Jquery Ui, Jquery Migrate, Php, Http/3, Wordpress, Litespeed, Owl Carousel, Litespeed Cache, Yoast Seo, Litespeed Cache, Cloudflare, Mysql, Jquery",""
GLOSSYBOX,glossybox.com,Cosmetics,"Berlin, Germany",51-200,https://www.linkedin.com/company/glossybox,GLOSSYBOX is a beauty subscription service that delivers a curated selection of cosmetics and beauty products to customers.,privately held,"beauty subscription service, cosmetics industry, beauty products, subscription box service","Wordpress, Youtube, Google Maps, Typekit, Zendesk Chat, Yoast Seo, Google Tag Manager, Google Analytics, Facebook, Liveperson, Php, Magento, Angularjs, Ruxit, Google Font Api, Requirejs",""
LUMICKS,lumicks.com,Biotechnology Research,"Amsterdam, Netherlands",201-500,https://www.linkedin.com/company/lumicks,LUMICKS is a biotechnology company that specializes in providing instrumentation for biophysical analysis in the field of life sciences.,privately held,"biotechnology, life sciences, research, instrumentation, biophysical analysis","Lodash, Wordpress, Php, Typekit, Font Awesome, Jquery, Mysql, Moment.Js, Bootstrap, Material Design Lite, Nginx, Apache, Google Maps, Twitter Emoji (Twemoji), Jquery Ui, W3 Total Cache, Trackjs, Google Font Api, Google Analytics, Jsdelivr, Aitrillion, Jquery Migrate, Google Tag Manager, Recaptcha, Pardot, Animate.Css, Yoast Seo",""
PharmaMar,pharmamar.com,Biotechnology Research,"Colmenar Viejo, Spain",501-1000,https://www.linkedin.com/company/pharmamar,PharmaMar is a pharmaceutical company that specializes in developing biopharmaceuticals for the treatment of oncology using marine-derived compounds.,privately held,"pharmaceuticals, biopharmaceuticals, oncology, marine-derived compounds","Moment.Js, All In One Seo Pack, Sucuri, Google Tag Manager, Mysql, Php, Jquery Ui, Jquery, Revslider, Google Font Api, Font Awesome, Jquery Migrate, Google Analytics, Twitter Emoji (Twemoji), Wordpress, Nginx",""
Sartorius,sartorius.de,Biotechnology Research,"Göttingen, Germany",10001+,https://www.linkedin.com/company/sartorius,,public company,,"Google Tag Manager, Google Analytics, Facebook, Google Maps, Ruxit, Vue.Js",""
Astex,astx.com,Biotechnology Research,"Cambridge, Canada",51-200,https://www.linkedin.com/company/astex-pharmaceuticals-uk,Astex Pharmaceuticals is a pharmaceutical company that focuses on drug development and conducting clinical trials.,public company,"pharmaceuticals, biotechnology, drug development, clinical trials, medical research","Lightbox, Jquery, Apache, Mysql, Google Font Api, Php, Wordpress, Google Analytics, Google Tag Manager, Jquery Migrate, Apache Http Server",""
BioFIT Event,biofit-event.com,Biotechnology Research,"Marseille, France",51-200,https://www.linkedin.com/company/biofit-event,BioFIT 2023 is a biotechnology partnering event that brings together international actors from various sectors to foster collaborations and investments in the life sciences field.,,"biotechnology, life sciences, pharmaceuticals, tech transfer, research institutions, investors, partnering event","Twitter Emoji (Twemoji), Zurb Foundation, Jquery Migrate, Apache, Jquery, Google Analytics Enhanced Ecommerce, Jquery Mobile, Revslider, Sweetalert, Requirejs, Modernizr, Google Analytics, Owl Carousel, Animate.Css, Mysql, Font Awesome, Yoast Seo, Elementor, Php, Woocommerce, Apache Http Server, Polyfill, Wordpress, Recaptcha, Swiper Slider, Particles.Js, Gsap, Google Font Api, Bootstrap, Jquery Ui, Wp Rocket, Gravity Forms",""
Tempus,tempus.com,Biotechnology Research,"Chicago, Illinois, United States",1001-5000,https://www.linkedin.com/company/tempusai,Tempus is a healthcare technology company that specializes in AI-driven precision medicine through genomic sequencing.,privately held,"healthcare technology, biotechnology, ai, precision medicine, genomic sequencing","Google Analytics, Php, Mysql, Recaptcha, Facebook, Jquery, Youtube, Nginx, Google Tag Manager, Swiper Slider, Wordpress, Gsap, Jquery Migrate, W3 Total Cache, Ubuntu, Addthis, Yoast Seo, Twitter Emoji (Twemoji)",""
Bluebird bio,bluebirdbio.com,Biotechnology Research,"Somerville, Massachusetts, United States",201-500,https://www.linkedin.com/company/bluebirdbio,Bluebird bio is a biotechnology company that specializes in gene therapy and genomic medicine.,public company,"biotechnology, pharmaceuticals, gene therapy, genomic medicine","Azure Front Door, Azure, Hsts, Microsoft Asp.Net, Sitecore, Google Tag Manager, Gutenberg, Windows Server, Modernizr, Mouse Flow, Iis, Google Analytics, Jquery, Select2, Gsap, Swiper Slider, Requirejs",""
DINAFEM SEEDS,dinafem.org,Biotechnology Research,United States,51-200,https://www.linkedin.com/company/dinafem,DINAFEM SEEDS is a cannabis seed producer that focuses on offering high-quality seeds with a differential value in quality and production.,privately held,"cannabis industry, seed production, research and development, quality products","Php, Centos, Openssl, Codeigniter, Google Tag Manager, Apache, Fancybox, Google Analytics, Sweetalert2, Jquery",""
Antibodies-online.com,antibodies-online.com,Biotechnology Research,"Aachen, Germany",51-200,https://www.linkedin.com/company/antibodies-online,"Antibodies-online.com is a marketplace for research reagents, specializing in antibodies, proteins, and ELISA kits.",privately held,"research reagents, antibodies, proteins, elisa kits, marketplace, biotech, pharmaceutical","Google Tag Manager, Varnish, Google Analytics, Swiper Slider, Matomo, Jquery, Handlebars",""
ICL,icl-group.com,Biotechnology Research,Mexico,10001+,https://www.linkedin.com/company/icl-group,ICL Group is a chemicals and advanced materials company that offers products for agriculture and industrial applications.,public company,"chemicals, advanced materials, agriculture, industrial products","Litespeed, Jquery, Hsts, Elementor, Cloudflare Bot Management, Mysql, Php, Yoast Seo, Wordpress, Wp Rocket, W3 Total Cache, Cloudflare, Animate.Css, Font Awesome, Slick, Google Tag Manager, Jquery Ui, Zurb Foundation, Select2, Moment.Js, Highcharts, Google Font Api, Apache, Owl Carousel, Sucuri, Google Analytics, Youtube, Facebook, Google Cloud",""
